03220,85975195,Belmont,
03221,85975201,Bradford,
03222,85975139,Bristol,
03223,1125931951,Campton,
03224,1125885153,Canterbury,
03225,1125794883,Center Barnstead,
03227,85975105,Center Sandwich,
03229,85975213,Contoocook,
03230,1125978637,Danbury,
03231,85975251,East Merrimack,
03233,1126057891,Elkins,
03234,1125816023,Epsom,
03235,85975073,Franklin,
03237,1125832339,Gilmanton,
03238,1125941937,Glencliff,
03240,1125886379,Grafton,
03242,85975215,Henniker,
03243,1125777901,Hill,
03244,85975267,Hillsborough,
03245,1125835631,Holderness,
03246,85975071,Laconia,
03249,1125890423,Gilford,
03251,85975159,Lincoln,
03253,85975199,Meredith,
03254,1125767577,Moultonborough,
03255,1125774569,Newbury,
03256,85975193,New Hampton,
03257,85975205,New London,
03258,1126053525,Chichester,
03259,1125794141,North Sandwich,
03260,1125830971,North Sutton,
03262,85975161,North Woodstock,
03263,85975219,Pittsfield,
03264,85975149,Plymouth,
03266,1125776371,Rumney,
03268,1125986437,Salisbury,
03269,1125882079,Sanbornton,
03273,85975251,East Merrimack,
03275,85975223,Suncook,
03278,85975203,Warner,
03279,1125865255,Warren,
03280,1125767201,Washington,
03281,1125778515,Weare,
03284,1125849293,Springfield,
03287,1125768299,Wilmot,
03290,1125780329,Nottingham,
03291,1125781603,West Nottingham,
03301,85975075,Concord,
03303,85975075,Concord,
03307,85975225,Loudon,
03431,85975063,Keene,
03440,85975253,Antrim,
03441,1125875545,Ashuelot,
03442,85975243,Bennington,
03444,1125767933,Dublin,
03445,1125797593,Sullivan,
03446,85975175,West Swanzey,
03447,1125897743,Fitzwilliam,
03448,1125777885,Gilsum,
03449,85975241,Hancock,
03450,1125834761,Harrisville,
03451,85975167,Hinsdale,
03452,85975169,Jaffrey,
03455,85975171,Marlborough,
03457,1125875627,Nelson,
03458,85975265,Peterborough,
03461,1125882073,Rindge,
03464,1125979021,Stoddard,
03465,85975183,Troy,
03466,1126014249,West Chesterfield,
03467,1125848291,Westmoreland,
03470,85975177,Winchester,
03561,85975147,Littleton,
03570,85975077,Berlin,
03574,85975153,Bethlehem,
03576,85975239,Colebrook,
03579,1125988815,Errol,
03580,1125830477,Franconia,
03581,85975229,Gorham,
03582,85975231,Groveton,
03583,1125960521,Jefferson,
03584,85975233,Lancaster,
03585,85975145,Lisbon,
03586,1125765235,Sugar Hill,
03590,1125817805,North Stratford,
03592,1125882065,Pittsburg,
03593,1125770423,Randolph,
03595,1125837581,Twin Mountain,
03597,85975237,West Stewartstown,
03598,85975235,Whitefield,
03601,1125795851,Acworth,
03602,1125877605,Alstead,
03603,85975185,Charlestown,
03605,1125839759,Lempster,
03607,1125812027,South Acworth,
03608,85975181,Walpole,
03609,85975179,North Walpole,
03740,1125780583,Bath,
03741,85975163,Canaan,
03743,85975069,Claremont,
03745,1125922903,Town of Cornish,
03746,1125922903,Town of Cornish,
03748,85975141,Enfield,
03750,1125886379,Grafton,
03751,1125970939,Georges Mills,
03752,1125961951,Goshen,
03753,1125957859,Grantham,
